,season,team,position,player_id
2573,2024,SEA,OL,00-0039303
2574,2024,CHI,DB,00-0039304
2575,2024,NE,TE,00-0039305
2576,2024,NYG,WR,00-0039306
2577,2024,SEA,DL,00-0039307
2578,2024,SEA,RB,00-0039308
2579,2024,SEA,DL,00-0039309
2580,2024,PHI,OL,00-0039310
2581,2024,CAR,RB,00-0039311
2582,2024,NE,DB,00-0039312
2583,2024,KC,LB,00-0039313
2584,2024,KC,WR,00-0039314
2585,2024,KC,TE,00-0039316
2586,2024,KC,OL,00-0039317
2587,2024,NE,LB,00-0039318
2588,2024,KC,DL,00-0039319
2589,2024,KC,OL,00-0039320
2590,2024,KC,OL,00-0039321
2591,2024,KC,DB,00-0039322
2592,2024,CIN,P,00-0039323
2593,2024,KC,DB,00-0039324
2594,2024,KC,RB,00-0039325
2595,2024,KC,OL,00-0039326
2596,2024,PIT,LB,00-0039327
2597,2024,SEA,DL,00-0039328
2598,2024,GB,WR,00-0039329
2599,2024,GB,WR,00-0039330
2600,2024,BAL,QB,00-0039331
2601,2024,BAL,DL,00-0039332
2602,2024,BUF,DB,00-0039333
2603,2024,NYJ,QB,00-0039334
2604,2024,KC,WR,00-0039336
2605,2024,NYG,WR,00-0039337
2606,2024,LV,TE,00-0039338
2607,2024,NO,OL,00-0039339
2608,2024,IND,DL,00-0039340
2609,2024,DAL,OL,00-0039341
2610,2024,CAR,WR,00-0039342
2611,2024,HOU,DB,00-0039343
2612,2024,CAR,RB,00-0039344
2613,2024,SF,DB,00-0039345
2614,2024,LAC,LB,00-0039346
2615,2024,CAR,LB,00-0039347
2616,2024,DAL,OL,00-0039348
2617,2024,LV,OL,00-0039349
2618,2024,CLE,OL,00-0039350
2619,2024,SF,OL,00-0039351
2620,2024,DAL,LB,00-0039352
2621,2024,JAX,DB,00-0039353
2622,2024,CIN,DL,00-0039354
2623,2024,WAS,WR,00-0039355
2624,2024,CAR,TE,00-0039356
2625,2024,LV,DB,00-0039357
2626,2024,PIT,OL,00-0039358
2627,2024,HOU,TE,00-0039359
2628,2024,SF,DB,00-0039360
2629,2024,TB,RB,00-0039361
2630,2024,DET,OL,00-0039362
2631,2024,SF,RB,00-0039363
2632,2024,DET,RB,00-0039364
2633,2024,SF,WR,00-0039365
2634,2024,LAC,DB,00-0039366
2635,2024,ARI,LB,00-0039367
2636,2024,WAS,LB,00-0039368
2637,2024,LAC,DB,00-0039369
2638,2024,ATL,LB,00-0039370
2639,2024,DEN,DB,00-0039371
2640,2024,TEN,DB,00-0039372
2641,2024,DEN,RB,00-0039373
2642,2024,LV,LB,00-0039374
2643,2024,CIN,DB,00-0039375
2644,2024,NO,QB,00-0039376
2645,2024,IND,LB,00-0039377
2646,2024,JAX,DB,00-0039378
2647,2024,CLE,WR,00-0039379
2648,2024,CAR,DB,00-0039380
2649,2024,WAS,DB,00-0039381
2650,2024,ARI,OL,00-0039382
2651,2024,IND,DB,00-0039383
2652,2024,NYG,RB,00-0039384
2653,2024,JAX,RB,00-0039385
2654,2024,NO,WR,00-0039386
2655,2024,DAL,DB,00-0039387
2656,2024,NO,LB,00-0039388
2657,2024,PIT,DL,00-0039389
2658,2024,NE,DB,00-0039390
2659,2024,LAC,RB,00-0039391
2660,2024,TEN,WR,00-0039392
2661,2024,ATL,RB,00-0039393
2662,2024,ATL,WR,00-0039394
2663,2024,HOU,LB,00-0039395
2664,2024,DET,DL,00-0039396
2665,2024,ARI,WR,00-0039397
2666,2024,NE,QB,00-0039398
2667,2024,CIN,TE,00-0039399
2668,2024,BUF,DL,00-0039400
2669,2024,NO,DL,00-0039401
2670,2024,CAR,DL,00-0039402
2671,2024,CIN,DB,00-0039403
2672,2024,MIN,K,00-0039404
2673,2024,HOU,RB,00-0039405
2674,2024,CLE,LB,00-0039406
2675,2024,LV,RB,00-0039407
2676,2024,DET,OL,00-0039408
2677,2024,JAX,K,00-0039409
2678,2024,DAL,WR,00-0039410
2679,2024,TB,OL,00-0039411
2680,2024,WAS,DL,00-0039412
2681,2024,LV,DB,00-0039413
2682,2024,CIN,DB,00-0039414
2683,2024,LAC,WR,00-0039415
2684,2024,ARI,DB,00-0039416
2685,2024,CLE,DB,00-0039417
2686,2024,LV,DB,00-0039418
2687,2024,MIN,OL,00-0039419
2688,2024,NE,TE,00-0039420
2689,2024,MIN,DL,00-0039421
2690,2024,DAL,OL,00-0039422
2691,2024,LV,DL,00-0039423
2692,2024,DEN,WR,00-0039424
2693,2024,JAX,DL,00-0039425
2694,2024,CIN,OL,00-0039426
2695,2024,HOU,DL,00-0039427
2696,2024,NO,OL,00-0039428
2697,2024,GB,LB,00-0039429
2698,2024,TEN,LB,00-0039430
2699,2024,CLE,DL,00-0039431
2700,2024,CIN,DL,00-0039432
2701,2024,NE,DL,00-0039433
2702,2024,HOU,OL,00-0039434
2703,2024,SF,LB,00-0039435
2704,2024,TEN,LB,00-0039436
2705,2024,GB,WR,00-0039437
2706,2024,DEN,OL,00-0039438
2707,2024,DET,WR,00-0039439
2708,2024,NE,LB,00-0039440
2709,2024,DET,OL,00-0039441
2710,2024,DET,OL,00-0039442
2711,2024,DET,DB,00-0039443
2712,2024,DET,LB,00-0039444
2713,2024,DET,LS,00-0039445
2714,2024,NYG,OL,00-0039446
2715,2024,DET,DL,00-0039447
2716,2024,DET,DB,00-0039448
2717,2024,DET,K,00-0039449
2718,2024,DET,DL,00-0039450
2719,2024,CIN,WR,00-0039451
2720,2024,LAC,TE,00-0039452
2721,2024,DET,DB,00-0039453
2722,2024,PIT,DB,00-0039454
2723,2024,PIT,RB,00-0039455
2724,2024,SEA,QB,00-0039456
2725,2024,CAR,LB,00-0039457
2726,2024,NYJ,TE,00-0039458
2727,2024,CHI,OL,00-0039459
2728,2024,CHI,LB,00-0039460
2729,2024,CHI,DL,00-0039461
2730,2024,CHI,WR,00-0039462
2731,2024,CHI,DL,00-0039463
2732,2024,CHI,QB,00-0039464
2733,2024,CHI,DB,00-0039465
2734,2024,CHI,RB,00-0039466
2735,2024,BUF,OL,00-0039467
2736,2024,BUF,OL,00-0039468
2737,2024,BUF,DB,00-0039469
2738,2024,BUF,DL,00-0039470
2739,2024,BUF,RB,00-0039471
2740,2024,BUF,OL,00-0039472
2741,2024,HOU,WR,00-0039473
2742,2024,BUF,WR,00-0039474
2743,2024,BUF,DB,00-0039475
2744,2024,BUF,DL,00-0039476
2745,2024,TB,P,00-0039477
2746,2024,BUF,DL,00-0039478
2747,2024,MIA,WR,00-0039479
2748,2024,MIA,DB,00-0039480
2749,2024,MIA,DB,00-0039481
2750,2024,MIA,QB,00-0039482
2751,2024,MIA,DB,00-0039483
2752,2024,MIA,OL,00-0039484
2753,2024,MIA,OL,00-0039485
2754,2024,MIA,DL,00-0039486
2755,2024,MIA,DL,00-0039487
2756,2024,NE,DB,00-0039488
2757,2024,MIA,TE,00-0039489
2758,2024,CAR,DL,00-0039490
2759,2024,CAR,WR,00-0039491
2760,2024,CAR,OL,00-0039492
2761,2024,CAR,DB,00-0039493
2762,2024,CAR,LB,00-0039494
2763,2024,NYG,DB,00-0039496
2764,2024,MIA,DL,00-0039497
2765,2024,CAR,K,00-0039498
2766,2024,CAR,LB,00-0039499
2767,2024,CAR,WR,00-0039500
2768,2024,CAR,QB,00-0039501
2769,2024,CAR,OL,00-0039502
2770,2024,CAR,RB,00-0039503
2771,2024,NYG,WR,00-0039504
2772,2024,NE,WR,00-0039505
2773,2024,IND,DB,00-0039506
2774,2024,NYG,OL,00-0039507
2775,2024,NYG,OL,00-0039508
2776,2024,NYG,DL,00-0039509
2777,2024,NYG,DL,00-0039510
2778,2024,BUF,WR,00-0039511
2779,2024,CLE,OL,00-0039512
2780,2024,CLE,DB,00-0039513
2781,2024,CLE,DB,00-0039514
2782,2024,CLE,LB,00-0039515
2783,2024,CLE,RB,00-0039516
2784,2024,CLE,OL,00-0039517
2785,2024,NO,TE,00-0039518
2786,2024,ARI,DL,00-0039519
2787,2024,ARI,LS,00-0039520
2788,2024,ARI,WR,00-0039521
2789,2024,DAL,WR,00-0039522
2790,2024,DAL,DB,00-0039523
2791,2024,DAL,TE,00-0039524
2792,2024,CAR,WR,00-0039525
2793,2024,LAC,DB,00-0039526
2794,2024,DAL,LB,00-0039527
2795,2024,DAL,LB,00-0039528
2796,2024,DAL,RB,00-0039529
2797,2024,DAL,TE,00-0039530
2798,2024,DAL,LB,00-0039531
2799,2024,TEN,DB,00-0039532
2800,2024,LV,OL,00-0039533
2801,2024,LV,QB,00-0039534
2802,2024,CIN,OL,00-0039535
2803,2024,LV,WR,00-0039536
2804,2024,LV,DL,00-0039537
2805,2024,LV,DL,00-0039538
2806,2024,LV,LB,00-0039539
2807,2024,LV,DB,00-0039540
2808,2024,CLE,WR,00-0039541
2809,2024,LV,OL,00-0039542
2810,2024,LV,WR,00-0039543
2811,2024,LV,OL,00-0039544
2812,2024,LV,DB,00-0039545
2813,2024,LV,DL,00-0039546
2814,2024,LV,DB,00-0039547
2815,2024,LV,DL,00-0039548
2816,2024,LV,DB,00-0039549
2817,2024,JAX,TE,00-0039550
2818,2024,CIN,DL,00-0039551
2819,2024,JAX,WR,00-0039552
2820,2024,JAX,WR,00-0039553
2821,2024,JAX,RB,00-0039554
2822,2024,JAX,OL,00-0039555
2823,2024,NYG,LB,00-0039556
2824,2024,NYG,RB,00-0039557
2825,2024,JAX,LB,00-0039558
2826,2024,JAX,DB,00-0039559
2827,2024,JAX,WR,00-0039560
2828,2024,JAX,WR,00-0039561
2829,2024,JAX,WR,00-0039562
2830,2024,DEN,DL,00-0039564
2831,2024,DEN,LB,00-0039565
2832,2024,GB,DB,00-0039566
2833,2024,DEN,OL,00-0039568
2834,2024,TB,DL,00-0039569
2835,2024,DEN,DL,00-0039570
2836,2024,DEN,LB,00-0039571
2837,2024,DEN,RB,00-0039573
2838,2024,DEN,TE,00-0039574
2839,2024,IND,QB,00-0039575
2840,2024,KC,K,00-0039576
2841,2024,HOU,QB,00-0039577
2842,2024,IND,OL,00-0039578
2843,2024,IND,WR,00-0039579
2844,2024,PIT,LB,00-0039580
2845,2024,IND,RB,00-0039581
2846,2024,TB,DB,00-0039582
2847,2024,TB,DL,00-0039583
2848,2024,TB,OL,00-0039584
2849,2024,TB,LB,00-0039585
2850,2024,TB,DB,00-0039586
2851,2024,TB,LB,00-0039587
2852,2024,TB,DL,00-0039588
2853,2024,TB,WR,00-0039589
2854,2024,TB,OL,00-0039590
2855,2024,TB,WR,00-0039591
2856,2024,TB,WR,00-0039592
2857,2024,TB,DB,00-0039593
2858,2024,TB,DL,00-0039594
2859,2024,TB,RB,00-0039595
2860,2024,TB,DB,00-0039596
2861,2024,TB,QB,00-0039597
2862,2024,CAR,OL,00-0039598
2863,2024,PHI,TE,00-0039599
2864,2024,CAR,DB,00-0039601
2865,2024,HOU,LB,00-0039602
2866,2024,HOU,RB,00-0039603
2867,2024,MIA,WR,00-0039604
2868,2024,HOU,WR,00-0039605
2869,2024,HOU,DL,00-0039606
2870,2024,MIN,LB,00-0039607
2871,2024,CAR,DL,00-0039608
2872,2024,NYG,DL,00-0039609
2873,2024,NO,DB,00-0039610
2874,2024,NO,P,00-0039611
2875,2024,NO,OL,00-0039612
2876,2024,NO,TE,00-0039613
2877,2024,NO,WR,00-0039614
2878,2024,NO,DL,00-0039615
2879,2024,NO,DB,00-0039616
2880,2024,NO,RB,00-0039617
2881,2024,NO,DL,00-0039618
2882,2024,NO,OL,00-0039619
2883,2024,NO,DB,00-0039620
2884,2024,KC,WR,00-0039621
2885,2024,NO,LB,00-0039622
2886,2024,NO,WR,00-0039623
2887,2024,NO,OL,00-0039624
2888,2024,CIN,DL,00-0039625
2889,2024,CIN,WR,00-0039626
2890,2024,CIN,RB,00-0039627
2891,2024,CIN,LB,00-0039628
2892,2024,CIN,RB,00-0039629
2893,2024,SEA,DB,00-0039630
2894,2024,CIN,TE,00-0039631
2895,2024,CIN,DB,00-0039632
2896,2024,CIN,QB,00-0039633
2897,2024,CIN,P,00-0039634
2898,2024,CIN,OL,00-0039635
2899,2024,CIN,WR,00-0039636
2900,2024,CIN,LB,00-0039637
2901,2024,CIN,DB,00-0039638
2902,2024,TEN,OL,00-0039639
2903,2024,TEN,DL,00-0039640
2904,2024,TEN,DB,00-0039641
2905,2024,TEN,OL,00-0039642
2906,2024,TEN,DL,00-0039644
2907,2024,TEN,DB,00-0039645
2908,2024,TEN,DB,00-0039646
2909,2024,CAR,RB,00-0039647
2910,2024,TEN,TE,00-0039648
2911,2024,GB,K,00-0039649
2912,2024,TEN,WR,00-0039650
2913,2024,TEN,RB,00-0039651
2914,2024,TEN,RB,00-0039652
2915,2024,TEN,OL,00-0039653
2916,2024,TEN,TE,00-0039654
2917,2024,LAC,OL,00-0039655
2918,2024,LAC,TE,00-0039656
2919,2024,LAC,QB,00-0039657
2920,2024,LAC,DB,00-0039658
2921,2024,LAC,WR,00-0039659
2922,2024,LV,DB,00-0039660
2923,2024,LAC,TE,00-0039661
2924,2024,LAC,DL,00-0039662
2925,2024,LAC,LB,00-0039663
2926,2024,LAC,WR,00-0039664
2927,2024,LAC,WR,00-0039665
2928,2024,LAC,DB,00-0039666
2929,2024,LAC,LB,00-0039667
2930,2024,LAC,DL,00-0039668
2931,2024,LAC,OL,00-0039669
2932,2024,LAC,LB,00-0039670
2933,2024,LAC,OL,00-0039671
2934,2024,LAC,DB,00-0039672
2935,2024,CAR,OL,00-0039673
2936,2024,LAC,DB,00-0039674
2937,2024,LAC,OL,00-0039675
2938,2024,CLE,DB,00-0039676
2939,2024,WAS,QB,00-0039677
2940,2024,WAS,RB,00-0039678
2941,2024,WAS,DB,00-0039679
2942,2024,WAS,OL,00-0039680
2943,2024,WAS,DB,00-0039681
2944,2024,WAS,DL,00-0039682
2945,2024,PHI,WR,00-0039683
2946,2024,WAS,RB,00-0039684
2947,2024,PHI,DB,00-0039685
2948,2024,WAS,RB,00-0039686
2949,2024,NE,RB,00-0039687
2950,2024,NO,DB,00-0039688
2951,2024,NE,OL,00-0039689
2952,2024,NE,LB,00-0039690
2953,2024,NE,DL,00-0039691
2954,2024,NE,DB,00-0039692
2955,2024,NE,OL,00-0039693
2956,2024,NE,DB,00-0039694
2957,2024,NE,TE,00-0039695
2958,2024,SF,DL,00-0039696
2959,2024,SF,DB,00-0039697
2960,2024,SF,OL,00-0039698
2961,2024,SF,QB,00-0039699
2962,2024,SF,OL,00-0039700
2963,2024,SF,WR,00-0039701
2964,2024,SF,TE,00-0039702
2965,2024,LA,RB,00-0039703
2966,2024,NYJ,OL,00-0039704
2967,2024,NYG,LB,00-0039705
2968,2024,MIN,OL,00-0039706
2969,2024,PHI,LB,00-0039707
2970,2024,MIN,WR,00-0039708
2971,2024,MIN,WR,00-0039709
2972,2024,MIN,WR,00-0039710
2973,2024,MIN,TE,00-0039711
2974,2024,ARI,DL,00-0039712
2975,2024,MIN,DB,00-0039714
2976,2024,MIN,LB,00-0039715
2977,2024,PIT,OL,00-0039716
2978,2024,MIN,DL,00-0039717
2979,2024,MIN,LB,00-0039718
2980,2024,GB,OL,00-0039719
2981,2024,MIN,DL,00-0039720
2982,2024,IND,OL,00-0039721
2983,2024,NE,WR,00-0039722
2984,2024,ATL,QB,00-0039723
2985,2024,ATL,OL,00-0039724
2986,2024,ATL,DB,00-0039725
2987,2024,LA,P,00-0039726
2988,2024,ATL,DB,00-0039727
2989,2024,ATL,TE,00-0039728
2990,2024,ATL,DB,00-0039729
2991,2024,LAC,WR,00-0039730
2992,2024,TEN,OL,00-0039731
2993,2024,DEN,QB,00-0039732
2994,2024,ATL,DL,00-0039733
2995,2024,LA,DL,00-0039734
2996,2024,LV,OL,00-0039735
2997,2024,IND,OL,00-0039736
2998,2024,ARI,TE,00-0039737
2999,2024,LA,RB,00-0039738
3000,2024,PIT,WR,00-0039739
3001,2024,PHI,LB,00-0039740
3002,2024,PIT,LB,00-0039741
3003,2024,JAX,OL,00-0039742
3004,2024,JAX,DL,00-0039743
3005,2024,IND,OL,00-0039744
3006,2024,CHI,P,00-0039745
3007,2024,PHI,RB,00-0039746
3008,2024,PHI,WR,00-0039747
3009,2024,PIT,DB,00-0039748
3010,2024,LA,DL,00-0039749
3011,2024,LA,K,00-0039750
3012,2024,LA,WR,00-0039751
3013,2024,CIN,DL,00-0039752
3014,2024,LA,OL,00-0039753
3015,2024,TB,TE,00-0039754
3016,2024,LA,OL,00-0039755
3017,2024,NE,RB,00-0039757
3018,2024,TB,OL,00-0039758
3019,2024,TB,LB,00-0039759
3020,2024,CHI,WR,00-0039760
3021,2024,CHI,DL,00-0039761
3022,2024,CHI,DB,00-0039762
3023,2024,BUF,LB,00-0039763
3024,2024,NYG,DL,00-0039764
3025,2024,TB,DB,00-0039765
3026,2024,TB,RB,00-0039766
3027,2024,DEN,DB,00-0039767
3028,2024,SEA,DL,00-0039768
3029,2024,SEA,LB,00-0039769
3030,2024,LA,DB,00-0039770
3031,2024,LA,WR,00-0039771
3032,2024,LA,DB,00-0039772
3033,2024,LA,WR,00-0039773
3034,2024,LA,LB,00-0039774
3035,2024,LA,LB,00-0039775
3036,2024,LA,DB,00-0039776
3037,2024,LA,DB,00-0039777
3038,2024,LA,DL,00-0039778
3039,2024,LA,OL,00-0039779
3040,2024,LA,DB,00-0039780
3041,2024,LA,WR,00-0039781
3042,2024,MIN,TE,00-0039782
3043,2024,ARI,DL,00-0039783
3044,2024,LA,OL,00-0039784
3045,2024,NYJ,WR,00-0039785
3046,2024,NYJ,RB,00-0039786
3047,2024,PHI,DB,00-0039787
3048,2024,CHI,DB,00-0039788
3049,2024,NYJ,DB,00-0039789
3050,2024,NYJ,OL,00-0039790
3051,2024,BAL,LB,00-0039791
3052,2024,BAL,WR,00-0039792
3053,2024,SEA,TE,00-0039793
3054,2024,NYJ,RB,00-0039794
3055,2024,SEA,DB,00-0039795
3056,2024,BAL,RB,00-0039796
3057,2024,NYJ,QB,00-0039797
3058,2024,NYJ,RB,00-0039798
3059,2024,SEA,OL,00-0039799
3060,2024,NE,DB,00-0039800
3061,2024,BAL,QB,00-0039801
3062,2024,NYJ,DB,00-0039802
3063,2024,MIA,OL,00-0039804
3064,2024,MIA,DB,00-0039805
3065,2024,LAC,LB,00-0039806
3066,2024,ARI,DB,00-0039807
3067,2024,ARI,OL,00-0039808
3068,2024,DEN,LB,00-0039809
3069,2024,CIN,WR,00-0039810
3070,2024,GB,RB,00-0039811
3071,2024,GB,LB,00-0039812
3072,2024,GB,DB,00-0039813
3073,2024,CIN,TE,00-0039814
3074,2024,SEA,LB,00-0039815
3075,2024,IND,WR,00-0039816
3076,2024,GB,OL,00-0039817
3077,2024,GB,DB,00-0039818
3078,2024,GB,OL,00-0039819
3079,2024,SEA,DL,00-0039820
3080,2024,NYG,DB,00-0039821
3081,2024,CHI,OL,00-0039822
3082,2024,ARI,DB,00-0039823
3083,2024,KC,TE,00-0039824
3084,2024,KC,DB,00-0039825
3085,2024,PHI,LB,00-0039826
3086,2024,KC,OL,00-0039827
3087,2024,MIN,OL,00-0039828
3088,2024,NYG,LB,00-0039829
3089,2024,LA,OL,00-0039830
3090,2024,GB,DB,00-0039831
3091,2024,CAR,OL,00-0039832
3092,2024,KC,OL,00-0039833
3093,2024,LA,DB,00-0039834
3094,2024,LAC,DL,00-0039835
3095,2024,LA,LB,00-0039836
3096,2024,ATL,LB,00-0039837
3097,2024,HOU,DB,00-0039838
3098,2024,SEA,OL,00-0039839
3099,2024,CHI,DL,00-0039840
3100,2024,PHI,DB,00-0039841
3101,2024,SEA,OL,00-0039842
3102,2024,BAL,WR,00-0039843
3103,2024,KC,OL,00-0039844
3104,2024,TB,DB,00-0039846
3105,2024,NYG,TE,00-0039847
3106,2024,ATL,WR,00-0039848
3107,2024,ARI,WR,00-0039849
3108,2024,GB,LB,00-0039850
3109,2024,NE,QB,00-0039851
3110,2024,LA,LB,00-0039852
3111,2024,NE,WR,00-0039853
3112,2024,ARI,DL,00-0039854
3113,2024,TB,WR,00-0039855
3114,2024,MIN,DB,00-0039856
3115,2024,HOU,OL,00-0039857
3116,2024,TEN,LB,00-0039858
3117,2024,ATL,DL,00-0039859
3118,2024,NO,DB,00-0039860
3119,2024,NYG,DB,00-0039861
3120,2024,DET,DB,00-0039862
3121,2024,NE,OL,00-0039863
3122,2024,ARI,DB,00-0039864
3123,2024,BUF,DL,00-0039865
3124,2024,GB,DB,00-0039867
3125,2024,DEN,WR,00-0039868
3126,2024,NE,WR,00-0039869
3127,2024,PIT,OL,00-0039871
3128,2024,BUF,DB,00-0039872
3129,2024,BUF,DL,00-0039873
3130,2024,MIA,RB,00-0039874
3131,2024,BUF,RB,00-0039875
3132,2024,BUF,OL,00-0039876
3133,2024,MIA,LB,00-0039877
3134,2024,BUF,LB,00-0039878
3135,2024,BUF,DL,00-0039879
3136,2024,MIA,WR,00-0039880
3137,2024,MIA,DB,00-0039881
3138,2024,BUF,OL,00-0039882
3139,2024,BUF,DB,00-0039883
3140,2024,MIA,WR,00-0039884
3141,2024,BUF,LB,00-0039885
3142,2024,TEN,DL,00-0039886
3143,2024,NE,OL,00-0039887
3144,2024,PHI,DB,00-0039888
3145,2024,JAX,DL,00-0039889
3146,2024,IND,WR,00-0039890
3147,2024,IND,WR,00-0039891
3148,2024,IND,DB,00-0039892
3149,2024,JAX,WR,00-0039893
3150,2024,KC,WR,00-0039894
3151,2024,CLE,DL,00-0039895
3152,2024,PIT,OL,00-0039896
3153,2024,LAC,OL,00-0039897
3154,2024,WAS,DB,00-0039898
3155,2024,MIA,OL,00-0039899
3156,2024,DAL,DL,00-0039900
3157,2024,BUF,WR,00-0039901
3158,2024,TB,LB,00-0039902
3159,2024,DET,DB,00-0039903
3160,2024,GB,OL,00-0039904
3161,2024,TB,OL,00-0039905
3162,2024,WAS,DL,00-0039906
3163,2024,NE,WR,00-0039907
3164,2024,CIN,DL,00-0039908
3165,2024,KC,DL,00-0039909
3166,2024,WAS,QB,00-0039910
3167,2024,MIA,LB,00-0039911
3168,2024,WAS,TE,00-0039912
3169,2024,WAS,OL,00-0039913
3170,2024,CAR,WR,00-0039914
3171,2024,LAC,WR,00-0039915
3172,2024,SF,WR,00-0039916
3173,2024,ATL,QB,00-0039917
3174,2024,CHI,QB,00-0039918
3175,2024,CHI,WR,00-0039919
3176,2024,NYJ,WR,00-0039920
3177,2024,ARI,RB,00-0039921
3178,2024,MIN,QB,00-0039923
3179,2024,MIN,LB,00-0039924
3180,2024,CIN,OL,00-0039925
3181,2024,SEA,OL,00-0039926
3182,2024,CAR,WR,00-0039928
3183,2024,BUF,OL,00-0039930
3184,2024,PIT,LB,00-0039931
3185,2024,PHI,OL,00-0039932
3186,2024,MIA,OL,00-0039933
3187,2024,NYG,K,00-0039934
3188,2024,DAL,DL,00-0039935
3189,2024,DEN,TE,00-0039936
3190,2024,NE,DL,00-0039937
3191,2024,LA,DL,00-0039938
3192,2024,DEN,OL,00-0039939
3193,2024,SEA,RB,00-0039940
3194,2024,KC,TE,00-0039941
3195,2024,NO,TE,00-0039942
3196,2024,CLE,LB,00-0039943
3197,2024,SEA,LB,00-0039944
3198,2024,GB,K,00-0039945
3199,2024,SEA,DL,00-0039946
3200,2024,SEA,DB,00-0039947
3201,2024,CLE,DB,00-0039948
3202,2024,CHI,DL,00-0039949
3203,2024,GB,LB,00-0039950
3204,2024,IND,LB,00-0039951
3205,2024,SEA,TE,00-0039952
3206,2024,NE,DL,00-0039953
3207,2024,CAR,LB,00-0039954
3208,2024,NO,DL,00-0039955
